"ID";"EnergySourcesAndTechniques";"EnergyApplication";"Periods";"FinalConsumption_1";"FinalConsumptionRelative_2"
"3633";"E006671 ";"E006608 ";"2019JJ00";"12567";"0.6"
"3634";"E006671 ";"E006608 ";"2020JJ00";"14163";"0.73"
"3635";"E006671 ";"E006608 ";"2021JJ00";"14044";"0.7"
"3636";"E006671 ";"E006608 ";"2022JJ00";"11951";"0.65"
"3637";"E006671 ";"E006608 ";"2023JJ00";"9819";"0.55"
"3638";"E006671 ";"E007028 ";"1990JJ00";;
"3639";"E006671 ";"E007028 ";"1991JJ00";;
"3640";"E006671 ";"E007028 ";"1992JJ00";;
"3641";"E006671 ";"E007028 ";"1993JJ00";;
"3642";"E006671 ";"E007028 ";"1994JJ00";;
"3643";"E006671 ";"E007028 ";"1995JJ00";;
"3644";"E006671 ";"E007028 ";"1996JJ00";;
"3645";"E006671 ";"E007028 ";"1997JJ00";;
"3646";"E006671 ";"E007028 ";"1998JJ00";;
"3647";"E006671 ";"E007028 ";"1999JJ00";;
"3648";"E006671 ";"E007028 ";"2000JJ00";;
"3649";"E006671 ";"E007028 ";"2001JJ00";;
"3650";"E006671 ";"E007028 ";"2002JJ00";;
"3651";"E006671 ";"E007028 ";"2003JJ00";;
"3652";"E006671 ";"E007028 ";"2004JJ00";;
"3653";"E006671 ";"E007028 ";"2005JJ00";;
"3654";"E006671 ";"E007028 ";"2006JJ00";;
"3655";"E006671 ";"E007028 ";"2007JJ00";;
"3656";"E006671 ";"E007028 ";"2008JJ00";;
"3657";"E006671 ";"E007028 ";"2009JJ00";;
"3658";"E006671 ";"E007028 ";"2010JJ00";;
"3659";"E006671 ";"E007028 ";"2011JJ00";;
"3660";"E006671 ";"E007028 ";"2012JJ00";;
"3661";"E006671 ";"E007028 ";"2013JJ00";;
"3662";"E006671 ";"E007028 ";"2014JJ00";;
"3663";"E006671 ";"E007028 ";"2015JJ00";;
"3664";"E006671 ";"E007028 ";"2016JJ00";;
"3665";"E006671 ";"E007028 ";"2017JJ00";;
"3666";"E006671 ";"E007028 ";"2018JJ00";;
"3667";"E006671 ";"E007028 ";"2019JJ00";;
"3668";"E006671 ";"E007028 ";"2020JJ00";;
"3669";"E006671 ";"E007028 ";"2021JJ00";;
"3670";"E006671 ";"E007028 ";"2022JJ00";;
"3671";"E006671 ";"E007028 ";"2023JJ00";;
"3672";"E006583 ";"E007022 ";"1990JJ00";"2084";"0.11"
"3673";"E006583 ";"E007022 ";"1991JJ00";"2557";"0.13"
"3674";"E006583 ";"E007022 ";"1992JJ00";"3022";"0.16"
"3675";"E006583 ";"E007022 ";"1993JJ00";"3354";"0.17"
"3676";"E006583 ";"E007022 ";"1994JJ00";"3593";"0.18"
"3677";"E006583 ";"E007022 ";"1995JJ00";"3733";"0.18"
"3678";"E006583 ";"E007022 ";"1996JJ00";"3876";"0.18"
"3679";"E006583 ";"E007022 ";"1997JJ00";"3765";"0.18"
"3680";"E006583 ";"E007022 ";"1998JJ00";"3614";"0.17"
"3681";"E006583 ";"E007022 ";"1999JJ00";"3773";"0.18"
"3682";"E006583 ";"E007022 ";"2000JJ00";"3830";"0.18"
"3683";"E006583 ";"E007022 ";"2001JJ00";"3920";"0.18"
"3684";"E006583 ";"E007022 ";"2002JJ00";"3916";"0.18"
"3685";"E006583 ";"E007022 ";"2003JJ00";"3835";"0.17"
"3686";"E006583 ";"E007022 ";"2004JJ00";"3937";"0.17"
"3687";"E006583 ";"E007022 ";"2005JJ00";"3752";"0.16"
"3688";"E006583 ";"E007022 ";"2006JJ00";"4121";"0.18"
"3689";"E006583 ";"E007022 ";"2007JJ00";"4658";"0.21"
"3690";"E006583 ";"E007022 ";"2008JJ00";"5861";"0.26"
"3691";"E006583 ";"E007022 ";"2009JJ00";"7047";"0.32"
"3692";"E006583 ";"E007022 ";"2010JJ00";"8040";"0.34"
"3693";"E006583 ";"E007022 ";"2011JJ00";"8184";"0.37"
"3694";"E006583 ";"E007022 ";"2012JJ00";"8774";"0.4"
"3695";"E006583 ";"E007022 ";"2013JJ00";"9601";"0.44"
"3696";"E006583 ";"E007022 ";"2014JJ00";"10239";"0.51"
"3697";"E006583 ";"E007022 ";"2015JJ00";"10903";"0.53"
"3698";"E006583 ";"E007022 ";"2016JJ00";"10575";"0.51"
"3699";"E006583 ";"E007022 ";"2017JJ00";"10554";"0.5"
"3700";"E006583 ";"E007022 ";"2018JJ00";"11295";"0.53"
"3701";"E006583 ";"E007022 ";"2019JJ00";"12489";"0.6"
"3702";"E006583 ";"E007022 ";"2020JJ00";"14486";"0.75"
"3703";"E006583 ";"E007022 ";"2021JJ00";"11397";"0.57"
"3704";"E006583 ";"E007022 ";"2022JJ00";"7958";"0.43"
"3705";"E006583 ";"E007022 ";"2023JJ00";"8294";"0.46"
"3706";"E006583 ";"E006607 ";"1990JJ00";"339";"0.02"
"3707";"E006583 ";"E006607 ";"1991JJ00";"450";"0.02"
"3708";"E006583 ";"E006607 ";"1992JJ00";"519";"0.03"
"3709";"E006583 ";"E006607 ";"1993JJ00";"700";"0.04"
"3710";"E006583 ";"E006607 ";"1994JJ00";"856";"0.04"
"3711";"E006583 ";"E006607 ";"1995JJ00";"957";"0.05"
"3712";"E006583 ";"E006607 ";"1996JJ00";"1019";"0.05"
"3713";"E006583 ";"E006607 ";"1997JJ00";"1005";"0.05"
"3714";"E006583 ";"E006607 ";"1998JJ00";"976";"0.05"
"3715";"E006583 ";"E006607 ";"1999JJ00";"1058";"0.05"
"3716";"E006583 ";"E006607 ";"2000JJ00";"1097";"0.05"
"3717";"E006583 ";"E006607 ";"2001JJ00";"1180";"0.05"
"3718";"E006583 ";"E006607 ";"2002JJ00";"1254";"0.06"
"3719";"E006583 ";"E006607 ";"2003JJ00";"1219";"0.06"
"3720";"E006583 ";"E006607 ";"2004JJ00";"1115";"0.05"
"3721";"E006583 ";"E006607 ";"2005JJ00";"1123";"0.05"
"3722";"E006583 ";"E006607 ";"2006JJ00";"1365";"0.06"
"3723";"E006583 ";"E006607 ";"2007JJ00";"1905";"0.08"
"3724";"E006583 ";"E006607 ";"2008JJ00";"2702";"0.12"
"3725";"E006583 ";"E006607 ";"2009JJ00";"3362";"0.15"
"3726";"E006583 ";"E006607 ";"2010JJ00";"3757";"0.16"
"3727";"E006583 ";"E006607 ";"2011JJ00";"3762";"0.17"
"3728";"E006583 ";"E006607 ";"2012JJ00";"3710";"0.17"
"3729";"E006583 ";"E006607 ";"2013JJ00";"3701";"0.17"
"3730";"E006583 ";"E006607 ";"2014JJ00";"3876";"0.19"
"3731";"E006583 ";"E006607 ";"2015JJ00";"4068";"0.2"
"3732";"E006583 ";"E006607 ";"2016JJ00";"3954";"0.19"
"3733";"E006583 ";"E006607 ";"2017JJ00";"3792";"0.18"
"3734";"E006583 ";"E006607 ";"2018JJ00";"3693";"0.17"
"3735";"E006583 ";"E006607 ";"2019JJ00";"3930";"0.19"
"3736";"E006583 ";"E006607 ";"2020JJ00";"4113";"0.21"
"3737";"E006583 ";"E006607 ";"2021JJ00";"2720";"0.14"
"3738";"E006583 ";"E006607 ";"2022JJ00";"1403";"0.08"
"3739";"E006583 ";"E006607 ";"2023JJ00";"1325";"0.07"
"3740";"E006583 ";"E006608 ";"1990JJ00";"1745";"0.1"
"3741";"E006583 ";"E006608 ";"1991JJ00";"2108";"0.11"
"3742";"E006583 ";"E006608 ";"1992JJ00";"2503";"0.13"
"3743";"E006583 ";"E006608 ";"1993JJ00";"2654";"0.13"
"3744";"E006583 ";"E006608 ";"1994JJ00";"2737";"0.14"
"3745";"E006583 ";"E006608 ";"1995JJ00";"2776";"0.14"
"3746";"E006583 ";"E006608 ";"1996JJ00";"2857";"0.13"
"3747";"E006583 ";"E006608 ";"1997JJ00";"2760";"0.13"
"3748";"E006583 ";"E006608 ";"1998JJ00";"2637";"0.12"
"3749";"E006583 ";"E006608 ";"1999JJ00";"2714";"0.13"
"3750";"E006583 ";"E006608 ";"2000JJ00";"2733";"0.13"
"3751";"E006583 ";"E006608 ";"2001JJ00";"2741";"0.13"
"3752";"E006583 ";"E006608 ";"2002JJ00";"2663";"0.12"
"3753";"E006583 ";"E006608 ";"2003JJ00";"2616";"0.12"
"3754";"E006583 ";"E006608 ";"2004JJ00";"2822";"0.12"
"3755";"E006583 ";"E006608 ";"2005JJ00";"2629";"0.11"
"3756";"E006583 ";"E006608 ";"2006JJ00";"2756";"0.12"
"3757";"E006583 ";"E006608 ";"2007JJ00";"2753";"0.12"
"3758";"E006583 ";"E006608 ";"2008JJ00";"3159";"0.14"
"3759";"E006583 ";"E006608 ";"2009JJ00";"3685";"0.17"
"3760";"E006583 ";"E006608 ";"2010JJ00";"4283";"0.18"
"3761";"E006583 ";"E006608 ";"2011JJ00";"4075";"0.19"
"3762";"E006583 ";"E006608 ";"2012JJ00";"4717";"0.21"
"3763";"E006583 ";"E006608 ";"2013JJ00";"5594";"0.25"
"3764";"E006583 ";"E006608 ";"2014JJ00";"6081";"0.3"
"3765";"E006583 ";"E006608 ";"2015JJ00";"6656";"0.33"
"3766";"E006583 ";"E006608 ";"2016JJ00";"6437";"0.31"
"3767";"E006583 ";"E006608 ";"2017JJ00";"6533";"0.31"
"3768";"E006583 ";"E006608 ";"2018JJ00";"7294";"0.34"
"3769";"E006583 ";"E006608 ";"2019JJ00";"7777";"0.37"
"3770";"E006583 ";"E006608 ";"2020JJ00";"8923";"0.46"
"3771";"E006583 ";"E006608 ";"2021JJ00";"6970";"0.35"
"3772";"E006583 ";"E006608 ";"2022JJ00";"4849";"0.26"
"3773";"E006583 ";"E006608 ";"2023JJ00";"5414";"0.3"
"3774";"E006583 ";"E007028 ";"1990JJ00";"0";"0"
"3775";"E006583 ";"E007028 ";"1991JJ00";"0";"0"
"3776";"E006583 ";"E007028 ";"1992JJ00";"0";"0"
"3777";"E006583 ";"E007028 ";"1993JJ00";"0";"0"
"3778";"E006583 ";"E007028 ";"1994JJ00";"0";"0"
"3779";"E006583 ";"E007028 ";"1995JJ00";"0";"0"
"3780";"E006583 ";"E007028 ";"1996JJ00";"0";"0"
"3781";"E006583 ";"E007028 ";"1997JJ00";"0";"0"
"3782";"E006583 ";"E007028 ";"1998JJ00";"0";"0"
"3783";"E006583 ";"E007028 ";"1999JJ00";"0";"0"
"3784";"E006583 ";"E007028 ";"2000JJ00";"0";"0"
"3785";"E006583 ";"E007028 ";"2001JJ00";"0";"0"
"3786";"E006583 ";"E007028 ";"2002JJ00";"0";"0"
"3787";"E006583 ";"E007028 ";"2003JJ00";"0";"0"
"3788";"E006583 ";"E007028 ";"2004JJ00";"0";"0"
"3789";"E006583 ";"E007028 ";"2005JJ00";"0";"0"
"3790";"E006583 ";"E007028 ";"2006JJ00";"0";"0"
"3791";"E006583 ";"E007028 ";"2007JJ00";"0";"0"
"3792";"E006583 ";"E007028 ";"2008JJ00";"0";"0"
"3793";"E006583 ";"E007028 ";"2009JJ00";"0";"0"
"3794";"E006583 ";"E007028 ";"2010JJ00";"0";"0"
"3795";"E006583 ";"E007028 ";"2011JJ00";"347";"0.02"
"3796";"E006583 ";"E007028 ";"2012JJ00";"347";"0.02"
"3797";"E006583 ";"E007028 ";"2013JJ00";"306";"0.01"
"3798";"E006583 ";"E007028 ";"2014JJ00";"282";"0.01"
"3799";"E006583 ";"E007028 ";"2015JJ00";"179";"0.01"
"3800";"E006583 ";"E007028 ";"2016JJ00";"184";"0.01"
"3801";"E006583 ";"E007028 ";"2017JJ00";"230";"0.01"
"3802";"E006583 ";"E007028 ";"2018JJ00";"308";"0.01"
"3803";"E006583 ";"E007028 ";"2019JJ00";"781";"0.04"
"3804";"E006583 ";"E007028 ";"2020JJ00";"1449";"0.07"
"3805";"E006583 ";"E007028 ";"2021JJ00";"1707";"0.09"
"3806";"E006583 ";"E007028 ";"2022JJ00";"1705";"0.09"
"3807";"E006583 ";"E007028 ";"2023JJ00";"1554";"0.09"
"3808";"E006673 ";"E007022 ";"1990JJ00";"227";"0.01"
"3809";"E006673 ";"E007022 ";"1991JJ00";"431";"0.02"
"3810";"E006673 ";"E007022 ";"1992JJ00";"942";"0.05"
"3811";"E006673 ";"E007022 ";"1993JJ00";"1057";"0.05"
"3812";"E006673 ";"E007022 ";"1994JJ00";"1184";"0.06"
"3813";"E006673 ";"E007022 ";"1995JJ00";"1256";"0.06"
"3814";"E006673 ";"E007022 ";"1996JJ00";"1323";"0.06"
"3815";"E006673 ";"E007022 ";"1997JJ00";"1057";"0.05"
"3816";"E006673 ";"E007022 ";"1998JJ00";"1094";"0.05"
"3817";"E006673 ";"E007022 ";"1999JJ00";"1121";"0.05"
"3818";"E006673 ";"E007022 ";"2000JJ00";"1113";"0.05"
"3819";"E006673 ";"E007022 ";"2001JJ00";"1059";"0.05"
"3820";"E006673 ";"E007022 ";"2002JJ00";"1106";"0.05"
"3821";"E006673 ";"E007022 ";"2003JJ00";"944";"0.04"
"3822";"E006673 ";"E007022 ";"2004JJ00";"903";"0.04"
"3823";"E006673 ";"E007022 ";"2005JJ00";"884";"0.04"
"3824";"E006673 ";"E007022 ";"2006JJ00";"846";"0.04"
"3825";"E006673 ";"E007022 ";"2007JJ00";"805";"0.04"
"3826";"E006673 ";"E007022 ";"2008JJ00";"808";"0.04"
"3827";"E006673 ";"E007022 ";"2009JJ00";"726";"0.03"
"3828";"E006673 ";"E007022 ";"2010JJ00";"659";"0.03"
"3829";"E006673 ";"E007022 ";"2011JJ00";"651";"0.03"
"3830";"E006673 ";"E007022 ";"2012JJ00";"552";"0.03"
"3831";"E006673 ";"E007022 ";"2013JJ00";"463";"0.02"
"3832";"E006673 ";"E007022 ";"2014JJ00";"443";"0.02"
"3833";"E006673 ";"E007022 ";"2015JJ00";"386";"0.02"
"3834";"E006673 ";"E007022 ";"2016JJ00";"307";"0.01"
"3835";"E006673 ";"E007022 ";"2017JJ00";"350";"0.02"
"3836";"E006673 ";"E007022 ";"2018JJ00";"279";"0.01"
"3837";"E006673 ";"E007022 ";"2019JJ00";"296";"0.01"
"3838";"E006673 ";"E007022 ";"2020JJ00";"263";"0.01"
"3839";"E006673 ";"E007022 ";"2021JJ00";"255";"0.01"
"3840";"E006673 ";"E007022 ";"2022JJ00";"265";"0.01"
"3841";"E006673 ";"E007022 ";"2023JJ00";"233";"0.01"
"3842";"E006673 ";"E006607 ";"1990JJ00";"70";"0"
"3843";"E006673 ";"E006607 ";"1991JJ00";"122";"0.01"
"3844";"E006673 ";"E006607 ";"1992JJ00";"170";"0.01"
"3845";"E006673 ";"E006607 ";"1993JJ00";"333";"0.02"
"3846";"E006673 ";"E006607 ";"1994JJ00";"490";"0.02"
"3847";"E006673 ";"E006607 ";"1995JJ00";"551";"0.03"
"3848";"E006673 ";"E006607 ";"1996JJ00";"615";"0.03"
"3849";"E006673 ";"E006607 ";"1997JJ00";"567";"0.03"
"3850";"E006673 ";"E006607 ";"1998JJ00";"589";"0.03"
"3851";"E006673 ";"E006607 ";"1999JJ00";"615";"0.03"
"3852";"E006673 ";"E006607 ";"2000JJ00";"638";"0.03"
"3853";"E006673 ";"E006607 ";"2001JJ00";"655";"0.03"
"3854";"E006673 ";"E006607 ";"2002JJ00";"708";"0.03"
"3855";"E006673 ";"E006607 ";"2003JJ00";"657";"0.03"
"3856";"E006673 ";"E006607 ";"2004JJ00";"558";"0.02"
"3857";"E006673 ";"E006607 ";"2005JJ00";"533";"0.02"
"3858";"E006673 ";"E006607 ";"2006JJ00";"519";"0.02"
"3859";"E006673 ";"E006607 ";"2007JJ00";"477";"0.02"
"3860";"E006673 ";"E006607 ";"2008JJ00";"455";"0.02"
"3861";"E006673 ";"E006607 ";"2009JJ00";"425";"0.02"
"3862";"E006673 ";"E006607 ";"2010JJ00";"392";"0.02"
"3863";"E006673 ";"E006607 ";"2011JJ00";"314";"0.01"
"3864";"E006673 ";"E006607 ";"2012JJ00";"267";"0.01"
"3865";"E006673 ";"E006607 ";"2013JJ00";"217";"0.01"
"3866";"E006673 ";"E006607 ";"2014JJ00";"197";"0.01"
"3867";"E006673 ";"E006607 ";"2015JJ00";"180";"0.01"
"3868";"E006673 ";"E006607 ";"2016JJ00";"144";"0.01"
"3869";"E006673 ";"E006607 ";"2017JJ00";"131";"0.01"
"3870";"E006673 ";"E006607 ";"2018JJ00";"103";"0"
"3871";"E006673 ";"E006607 ";"2019JJ00";"99";"0"
"3872";"E006673 ";"E006607 ";"2020JJ00";"74";"0"
"3873";"E006673 ";"E006607 ";"2021JJ00";"69";"0"
"3874";"E006673 ";"E006607 ";"2022JJ00";"72";"0"
"3875";"E006673 ";"E006607 ";"2023JJ00";"78";"0"
"3876";"E006673 ";"E006608 ";"1990JJ00";"157";"0.01"
"3877";"E006673 ";"E006608 ";"1991JJ00";"309";"0.02"
"3878";"E006673 ";"E006608 ";"1992JJ00";"771";"0.04"
"3879";"E006673 ";"E006608 ";"1993JJ00";"724";"0.04"
"3880";"E006673 ";"E006608 ";"1994JJ00";"693";"0.04"
"3881";"E006673 ";"E006608 ";"1995JJ00";"705";"0.03"
"3882";"E006673 ";"E006608 ";"1996JJ00";"708";"0.03"
"3883";"E006673 ";"E006608 ";"1997JJ00";"490";"0.02"
"3884";"E006673 ";"E006608 ";"1998JJ00";"506";"0.02"
"3885";"E006673 ";"E006608 ";"1999JJ00";"506";"0.02"
"3886";"E006673 ";"E006608 ";"2000JJ00";"475";"0.02"
"3887";"E006673 ";"E006608 ";"2001JJ00";"405";"0.02"
"3888";"E006673 ";"E006608 ";"2002JJ00";"397";"0.02"
"3889";"E006673 ";"E006608 ";"2003JJ00";"287";"0.01"
"3890";"E006673 ";"E006608 ";"2004JJ00";"344";"0.01"
"3891";"E006673 ";"E006608 ";"2005JJ00";"351";"0.02"
"3892";"E006673 ";"E006608 ";"2006JJ00";"326";"0.01"
"3893";"E006673 ";"E006608 ";"2007JJ00";"328";"0.01"
"3894";"E006673 ";"E006608 ";"2008JJ00";"353";"0.02"
"3895";"E006673 ";"E006608 ";"2009JJ00";"302";"0.01"
"3896";"E006673 ";"E006608 ";"2010JJ00";"267";"0.01"
"3897";"E006673 ";"E006608 ";"2011JJ00";"136";"0.01"
"3898";"E006673 ";"E006608 ";"2012JJ00";"187";"0.01"
"3899";"E006673 ";"E006608 ";"2013JJ00";"210";"0.01"
"3900";"E006673 ";"E006608 ";"2014JJ00";"212";"0.01"
"3901";"E006673 ";"E006608 ";"2015JJ00";"193";"0.01"
"3902";"E006673 ";"E006608 ";"2016JJ00";"153";"0.01"
"3903";"E006673 ";"E006608 ";"2017JJ00";"208";"0.01"
"3904";"E006673 ";"E006608 ";"2018JJ00";"165";"0.01"
"3905";"E006673 ";"E006608 ";"2019JJ00";"171";"0.01"
"3906";"E006673 ";"E006608 ";"2020JJ00";"154";"0.01"
"3907";"E006673 ";"E006608 ";"2021JJ00";"143";"0.01"
"3908";"E006673 ";"E006608 ";"2022JJ00";"157";"0.01"
"3909";"E006673 ";"E006608 ";"2023JJ00";"134";"0.01"
"3910";"E006673 ";"E007028 ";"1990JJ00";"0";"0"
"3911";"E006673 ";"E007028 ";"1991JJ00";"0";"0"
"3912";"E006673 ";"E007028 ";"1992JJ00";"0";"0"
"3913";"E006673 ";"E007028 ";"1993JJ00";"0";"0"
"3914";"E006673 ";"E007028 ";"1994JJ00";"0";"0"
"3915";"E006673 ";"E007028 ";"1995JJ00";"0";"0"
"3916";"E006673 ";"E007028 ";"1996JJ00";"0";"0"
"3917";"E006673 ";"E007028 ";"1997JJ00";"0";"0"
"3918";"E006673 ";"E007028 ";"1998JJ00";"0";"0"
"3919";"E006673 ";"E007028 ";"1999JJ00";"0";"0"
"3920";"E006673 ";"E007028 ";"2000JJ00";"0";"0"
"3921";"E006673 ";"E007028 ";"2001JJ00";"0";"0"
"3922";"E006673 ";"E007028 ";"2002JJ00";"0";"0"
"3923";"E006673 ";"E007028 ";"2003JJ00";"0";"0"
"3924";"E006673 ";"E007028 ";"2004JJ00";"0";"0"
"3925";"E006673 ";"E007028 ";"2005JJ00";"0";"0"
"3926";"E006673 ";"E007028 ";"2006JJ00";"0";"0"
"3927";"E006673 ";"E007028 ";"2007JJ00";"0";"0"
"3928";"E006673 ";"E007028 ";"2008JJ00";"0";"0"
"3929";"E006673 ";"E007028 ";"2009JJ00";"0";"0"
"3930";"E006673 ";"E007028 ";"2010JJ00";"0";"0"
"3931";"E006673 ";"E007028 ";"2011JJ00";"202";"0.01"
"3932";"E006673 ";"E007028 ";"2012JJ00";"98";"0"
"3933";"E006673 ";"E007028 ";"2013JJ00";"35";"0"
"3934";"E006673 ";"E007028 ";"2014JJ00";"33";"0"
"3935";"E006673 ";"E007028 ";"2015JJ00";"13";"0"
"3936";"E006673 ";"E007028 ";"2016JJ00";"10";"0"
"3937";"E006673 ";"E007028 ";"2017JJ00";"12";"0"
"3938";"E006673 ";"E007028 ";"2018JJ00";"12";"0"
"3939";"E006673 ";"E007028 ";"2019JJ00";"25";"0"
"3940";"E006673 ";"E007028 ";"2020JJ00";"35";"0"
"3941";"E006673 ";"E007028 ";"2021JJ00";"43";"0"
"3942";"E006673 ";"E007028 ";"2022JJ00";"35";"0"
"3943";"E006673 ";"E007028 ";"2023JJ00";"21";"0"
"3944";"E006674 ";"E007022 ";"1990JJ00";"1396";"0.07"
"3945";"E006674 ";"E007022 ";"1991JJ00";"1573";"0.08"
"3946";"E006674 ";"E007022 ";"1992JJ00";"1471";"0.08"
"3947";"E006674 ";"E007022 ";"1993JJ00";"1668";"0.08"
"3948";"E006674 ";"E007022 ";"1994JJ00";"1668";"0.08"
"3949";"E006674 ";"E007022 ";"1995JJ00";"1660";"0.08"
"3950";"E006674 ";"E007022 ";"1996JJ00";"1668";"0.08"
"3951";"E006674 ";"E007022 ";"1997JJ00";"1761";"0.08"
"3952";"E006674 ";"E007022 ";"1998JJ00";"1628";"0.08"
"3953";"E006674 ";"E007022 ";"1999JJ00";"1725";"0.08"
"3954";"E006674 ";"E007022 ";"2000JJ00";"1760";"0.08"
"3955";"E006674 ";"E007022 ";"2001JJ00";"1889";"0.09"
"3956";"E006674 ";"E007022 ";"2002JJ00";"1840";"0.09"
"3957";"E006674 ";"E007022 ";"2003JJ00";"1816";"0.08"
"3958";"E006674 ";"E007022 ";"2004JJ00";"1873";"0.08"
"3959";"E006674 ";"E007022 ";"2005JJ00";"1750";"0.08"
"3960";"E006674 ";"E007022 ";"2006JJ00";"1737";"0.08"
"3961";"E006674 ";"E007022 ";"2007JJ00";"1733";"0.08"
"3962";"E006674 ";"E007022 ";"2008JJ00";"1802";"0.08"
"3963";"E006674 ";"E007022 ";"2009JJ00";"1821";"0.08"
"3964";"E006674 ";"E007022 ";"2010JJ00";"1848";"0.08"
"3965";"E006674 ";"E007022 ";"2011JJ00";"1920";"0.09"
"3966";"E006674 ";"E007022 ";"2012JJ00";"1948";"0.09"
"3967";"E006674 ";"E007022 ";"2013JJ00";"2040";"0.09"
"3968";"E006674 ";"E007022 ";"2014JJ00";"2013";"0.1"
"3969";"E006674 ";"E007022 ";"2015JJ00";"1948";"0.1"
"3970";"E006674 ";"E007022 ";"2016JJ00";"2059";"0.1"
"3971";"E006674 ";"E007022 ";"2017JJ00";"1991";"0.09"
"3972";"E006674 ";"E007022 ";"2018JJ00";"2073";"0.1"
"3973";"E006674 ";"E007022 ";"2019JJ00";"2186";"0.11"
"3974";"E006674 ";"E007022 ";"2020JJ00";"2498";"0.13"
"3975";"E006674 ";"E007022 ";"2021JJ00";"2326";"0.12"
"3976";"E006674 ";"E007022 ";"2022JJ00";"2082";"0.11"
"3977";"E006674 ";"E007022 ";"2023JJ00";"2219";"0.12"
"3978";"E006674 ";"E006607 ";"1990JJ00";"254";"0.01"
"3979";"E006674 ";"E006607 ";"1991JJ00";"313";"0.02"
"3980";"E006674 ";"E006607 ";"1992JJ00";"330";"0.02"
"3981";"E006674 ";"E006607 ";"1993JJ00";"341";"0.02"
"3982";"E006674 ";"E006607 ";"1994JJ00";"355";"0.02"
"3983";"E006674 ";"E006607 ";"1995JJ00";"382";"0.02"
"3984";"E006674 ";"E006607 ";"1996JJ00";"368";"0.02"
"3985";"E006674 ";"E006607 ";"1997JJ00";"408";"0.02"
"3986";"E006674 ";"E006607 ";"1998JJ00";"352";"0.02"
"3987";"E006674 ";"E006607 ";"1999JJ00";"393";"0.02"
"3988";"E006674 ";"E006607 ";"2000JJ00";"398";"0.02"
"3989";"E006674 ";"E006607 ";"2001JJ00";"465";"0.02"
"3990";"E006674 ";"E006607 ";"2002JJ00";"468";"0.02"
"3991";"E006674 ";"E006607 ";"2003JJ00";"463";"0.02"
"3992";"E006674 ";"E006607 ";"2004JJ00";"477";"0.02"
"3993";"E006674 ";"E006607 ";"2005JJ00";"444";"0.02"
"3994";"E006674 ";"E006607 ";"2006JJ00";"475";"0.02"
"3995";"E006674 ";"E006607 ";"2007JJ00";"515";"0.02"
"3996";"E006674 ";"E006607 ";"2008JJ00";"540";"0.02"
"3997";"E006674 ";"E006607 ";"2009JJ00";"542";"0.02"
"3998";"E006674 ";"E006607 ";"2010JJ00";"590";"0.02"
"3999";"E006674 ";"E006607 ";"2011JJ00";"623";"0.03"
"4000";"E006674 ";"E006607 ";"2012JJ00";"664";"0.03"
"4001";"E006674 ";"E006607 ";"2013JJ00";"699";"0.03"
"4002";"E006674 ";"E006607 ";"2014JJ00";"725";"0.04"
"4003";"E006674 ";"E006607 ";"2015JJ00";"743";"0.04"
"4004";"E006674 ";"E006607 ";"2016JJ00";"749";"0.04"
"4005";"E006674 ";"E006607 ";"2017JJ00";"706";"0.03"
"4006";"E006674 ";"E006607 ";"2018JJ00";"714";"0.03"
"4007";"E006674 ";"E006607 ";"2019JJ00";"745";"0.04"
"4008";"E006674 ";"E006607 ";"2020JJ00";"783";"0.04"
"4009";"E006674 ";"E006607 ";"2021JJ00";"719";"0.04"
"4010";"E006674 ";"E006607 ";"2022JJ00";"664";"0.04"
"4011";"E006674 ";"E006607 ";"2023JJ00";"662";"0.04"
"4012";"E006674 ";"E006608 ";"1990JJ00";"1142";"0.06"
"4013";"E006674 ";"E006608 ";"1991JJ00";"1260";"0.06"
"4014";"E006674 ";"E006608 ";"1992JJ00";"1141";"0.06"
"4015";"E006674 ";"E006608 ";"1993JJ00";"1327";"0.07"
"4016";"E006674 ";"E006608 ";"1994JJ00";"1314";"0.07"
"4017";"E006674 ";"E006608 ";"1995JJ00";"1278";"0.06"
"4018";"E006674 ";"E006608 ";"1996JJ00";"1300";"0.06"
"4019";"E006674 ";"E006608 ";"1997JJ00";"1353";"0.06"
"4020";"E006674 ";"E006608 ";"1998JJ00";"1276";"0.06"
"4021";"E006674 ";"E006608 ";"1999JJ00";"1332";"0.06"
"4022";"E006674 ";"E006608 ";"2000JJ00";"1361";"0.06"
"4023";"E006674 ";"E006608 ";"2001JJ00";"1424";"0.07"
"4024";"E006674 ";"E006608 ";"2002JJ00";"1372";"0.06"
"4025";"E006674 ";"E006608 ";"2003JJ00";"1353";"0.06"
"4026";"E006674 ";"E006608 ";"2004JJ00";"1395";"0.06"
"4027";"E006674 ";"E006608 ";"2005JJ00";"1306";"0.06"
"4028";"E006674 ";"E006608 ";"2006JJ00";"1262";"0.06"
"4029";"E006674 ";"E006608 ";"2007JJ00";"1218";"0.05"
"4030";"E006674 ";"E006608 ";"2008JJ00";"1262";"0.06"
"4031";"E006674 ";"E006608 ";"2009JJ00";"1279";"0.06"
"4032";"E006674 ";"E006608 ";"2010JJ00";"1258";"0.05"
"4033";"E006674 ";"E006608 ";"2011JJ00";"1297";"0.06"
"4034";"E006674 ";"E006608 ";"2012JJ00";"1284";"0.06"
"4035";"E006674 ";"E006608 ";"2013JJ00";"1341";"0.06"
